4.90424,,,,5.0803,,,,,,,4.9028,,-3.089,,-1.9999,,,5,-1,-2,,,,,,,,,,,,,,,,,,,,
4.80829,,,,4.4459,,,,,,,4.6868,,-3.2152,,-2.0003,,,4.94941,-1.10454,-1.99075,,,,,,,,,,,,,,,,,,,,
4.64708,,,,3.2189,,,,,,,4.2988,,-3.4754,,-2.0036,,,4.89381,-1.19637,-1.97649,,,,,,,,,,,,,,,,,,,,
4.32955,,,,4.789,,,,,,,4.2279,,-3.4725,,-2.0007,,,4.83375,-1.29882,-1.96707,,,,,,,,,,,,,,,,,,,,
3.85484,,,,4.9669,,,,,,,4.1888,,-3.406,,-1.9946,,,4.76841,-1.38927,-1.96268,,,,,,,,,,,,,,,,,,,,
4.3044,,,,4.6317,,,,,,,4.1059,,-3.3792,,-1.9889,,,4.69458,-1.47462,-1.93153,,,,,,,,,,,,,,,,,,,,
1.60181,,,,4.4107,,,,,,,4.0035,,-3.372,,-1.9832,,,4.61902,-1.57532,-1.9412,,,,,,,,,,,,,,,,,,,,
4.4974,,,,5.2813,,,,,,,4.0644,,-3.0913,,-1.9595,,,4.53558,-1.69965,-1.96181,,,,,,,,,,,,,,,,,,,,
3.73182,,,,5.2303,,,,,,,4.0934,,-2.8739,,-1.9366,,,4.4479,-1.78049,-1.92832,,,,,,,,,,,,,,,,,,,,
4.20738,,,,4.329,,,,,,,4.0019,,-2.877,,-1.9288,,,4.35836,-1.87591,-1.95642,,,,,,,,,,,,,,,,,,,,
4.01104,,,,3.2016,,,,,,,3.7607,,-3.1362,,-1.9441,,,4.2602,-1.96858,-1.96573,,,,,,,,,,,,,,,,,,,,
3.71833,,,,5.4991,,,,,,,3.8802,,-2.7612,,-1.8942,,,4.16049,-2.05562,-1.98933,,,,,,,,,,,,,,,,,,,,
3.31019,,,,4.1654,,,,,,,3.8028,,-2.7511,,-1.8819,,,4.05473,-2.14848,-1.94858,,,,,,,,,,,,,,,,,,,,
3.64712,,,,2.9224,,,,,,,3.553,,-3.0239,,-1.9053,,,3.94756,-2.26625,-1.89436,,,,,,,,,,,,,,,,,,,,
3.67115,,,,3.4889,,,,,,,3.4127,,-3.098,,-1.9023,,,3.83143,-2.37214,-1.92385,,,,,,,,,,,,,,,,,,,,
3.73875,,,,5.5558,,,,,,,3.5959,,-2.6673,,-1.8177,,,3.71463,-2.46566,-1.9375,,,,,,,,,,,,,,,,,,,,
2.82668,,,,3.2971,,,,,,,3.4362,,-2.7943,,-1.8241,,,3.58643,-2.56959,-1.90363,,,,,,,,,,,,,,,,,,,,
3.37585,,,,2.5495,,,,,,,3.187,,-3.0429,,-1.8546,,,3.45221,-2.62901,-1.91505,,,,,,,,,,,,,,,,,,,,
3.12418,,,,3.2141,,,,,,,3.0585,,-3.0983,,-1.8467,,,3.32085,-2.7361,-1.89022,,,,,,,,,,,,,,,,,,,,
3.17554,,,,4.0743,,,,,,,3.068,,-2.9573,,-1.7927,,,3.18408,-2.83233,-1.90695,,,,,,,,,,,,,,,,,,,,
2.6278,,,,3.3359,,,,,,,2.9752,,-2.9684,,-1.773,,,3.04314,-2.93339,-1.97191,,,,,,,,,,,,,,,,,,,,
2.53855,,,,3.9661,,,,,,,2.9803,,-2.8475,,-1.716,,,2.89378,-3.02178,-1.98472,,,,,,,,,,,,,,,,,,,,
2.82289,,,,2.0178,,,,,,,2.7366,,-3.0645,,-1.7544,,,2.73847,-3.13595,-1.99451,,,,,,,,,,,,,,,,,,,,
2.52938,,,,2.7519,,,,,,,2.6002,,-3.1273,,-1.7465,,,2.57798,-3.26096,-2.00554,,,,,,,,,,,,,,,,,,,,
2.30334,,,,1.1027,,,,,,,2.2835,,-3.42,,-1.8167,,,2.41437,-3.37491,-1.9846,,,,,,,,,,,,,,,,,,,,
2.22477,,,,3.613,,,,,,,2.2871,,-3.2828,,-1.7334,,,2.24141,-3.47573,-1.97709,,,,,,,,,,,,,,,,,,,,
0.562451,,,,2.595,,,,,,,2.1762,,-3.2985,,-1.7059,,,2.06497,-3.58231,-1.94104,,,,,,,,,,,,,,,,,,,,
1.85025,,,,0.60169,,,,,,,1.8442,,-3.5943,,-1.7921,,,1.88294,-3.68307,-1.99541,,,,,,,,,,,,,,,,,,,,
1.60866,,,,0.52336,,,,,,,1.5345,,-3.8464,,-1.8619,,,1.69443,-3.78451,-2.02249,,,,,,,,,,,,,,,,,,,,
0.480642,,,,1.4717,,,,,,,1.3543,,-3.9211,,-1.8537,,,1.50254,-3.87417,-2.03036,,,,,,,,,,,,,,,,,,,,
0.199158,,,,1.7255,,,,,,,1.2189,,-3.9336,,-1.8161,,,1.30475,-3.97105,-2.0178,,,,,,,,,,,,,,,,,,,,
0.60528,,,,0.483,,,,,,,0.95988,,-4.101,,-1.8532,,,1.10461,-4.06339,-1.96462,,,,,,,,,,,,,,,,,,,,
0.760525,,,,0.49567,,,,,,,0.72364,,-4.2304,,-1.8716,,,0.897933,-4.17852,-2.00699,,,,,,,,,,,,,,,,,,,,
0.721969,,,-0.88175,,,,,,,0.41251,,-4.448,,-1.9352,,,0.686873,-4.29123,-1.99363,,,,,,,,,,,,,,,,,,,,,
0.450985,,,,0.10578,,,,,,,0.32547,,-4.3678,,-1.8418,,,0.46867,-4.39143,-1.99348,,,,,,,,,,,,,,,,,,,,
0.307759,,,,0.17279,,,,,,,0.27204,,-4.2335,,-1.7132,,,0.249021,-4.51388,-1.99922,,,,,,,,,,,,,,,,,,,,
-nan,,,-0.11825,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,0.020674,-4.63075,-2.01028,
-0.385614,,,,0.56368,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-0.210341,-4.73215,-1.97985
-0.406591,,,-1.4401,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-0.45039,-4.82288,-1.95554,
-0.352111,,,-0.50033,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-0.695313,-4.92084,-1.96029,
-0.359931,,,-2.0526,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-0.947597,-5.02147,-1.95038,
-0.762146,,,-1.2752,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-1.20305,-5.11677,-1.9741,
-1.32464,,,-2.1628,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-1.46452,-5.2081,-1.99702,
-1.39698,,,-1.3355,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-1.73175,-5.30089,-2.00033,
-1.75902,,,-3.2504,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-1.99891,-5.38542,-2.03937,
-1.04474,,,-2.0097,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-2.27017,-5.47919,-2.00969,
-2.2092,,,-2.4931,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-2.54828,-5.58226,-1.9991,
-2.83164,,,-3.7403,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-2.83139,-5.67469,-2.00921,
-2.41539,,,-2.4401,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-3.11788,-5.76642,-2.0254,
-3.43639,,,-2.7246,,,,,,,,,,,,,-nan,,,,,,,,,-nan,,,,,,,,,-nan,,,-3.41141,-5.86896,-1.99313,
